Invoice ID,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross income,Rating,Hour,Minute,Part_of_Day,Day_of_Week
135-84-8019,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,Ewallet,701.37,35.0685,7.6,16,10,Afternoon,Wednesday
441-94-7118,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,Cash,71.95,3.5975,7.3,12,14,Afternoon,Monday
725-96-3778,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,Cash,714.0,35.7,4.7,10,13,Morning,Sunday
531-80-1784,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,Cash,182.14,9.107,5.1,17,38,Evening,Thursday
400-45-1220,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,Credit card,135.0,6.75,4.8,11,6,Morning,Wednesday
860-79-0874,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,Credit card,993.0,49.65,6.6,14,53,Afternoon,Friday
834-61-8124,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,Cash,361.83,18.0915,5.5,18,22,Evening,Saturday
115-99-4379,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,Credit card,383.11,19.1555,8.5,19,2,Evening,Thursday
565-67-6697,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,Cash,243.0,12.15,4.8,14,16,Afternoon,Saturday
320-49-6392,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,Cash,30.24,1.512,8.4,15,44,Afternoon,Monday
889-04-9723,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,Credit card,356.56,17.828,7.8,12,20,Afternoon,Monday
632-90-0281,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,Credit card,375.5,18.775,9.3,20,1,Evening,Friday
554-42-2417,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,Cash,954.4,47.72,5.2,13,45,Afternoon,Wednesday
453-63-6187,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,Ewallet,82.5,4.125,6.5,15,40,Afternoon,Friday
578-80-7669,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,Cash,74.97,3.7485,5.6,16,58,Afternoon,Saturday
612-36-5536,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,Credit card,647.68,32.384,7.4,11,12,Morning,Sunday
605-72-4132,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,Cash,755.76,37.788,9.1,15,12,Afternoon,Wednesday
471-41-2823,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,Ewallet,199.58,9.979,8.0,20,37,Evening,Thursday
462-67-9126,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,Cash,439.32,21.966,7.2,17,44,Evening,Monday
272-27-9238,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,Cash,164.96,8.248,7.1,16,23,Afternoon,Tuesday
834-25-9262,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,Cash,326.72,16.336,9.1,12,12,Afternoon,Sunday
122-61-9553,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,Cash,461.88,23.094,5.6,19,33,Evening,Thursday
468-88-0009,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,Cash,263.76,13.188,6.0,10,29,Morning,Sunday
613-59-9758,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,Cash,143.6,7.18,5.4,14,28,Afternoon,Sunday
254-31-0042,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,Credit card,193.5,9.675,7.8,12,46,Afternoon,Wednesday
201-86-2184,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,Cash,183.82,9.191,9.9,19,40,Evening,Saturday
261-12-8671,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,Credit card,121.92,6.096,4.9,19,39,Evening,Friday
730-70-9830,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,Ewallet,420.66,21.033,5.2,17,54,Evening,Thursday
382-25-8917,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,Cash,252.48,12.624,8.9,12,25,Afternoon,Tuesday
422-29-8786,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,Credit card,335.45,16.7725,9.1,16,47,Afternoon,Thursday
667-23-5919,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,Ewallet,483.5,24.175,7.0,12,52,Afternoon,Monday
843-01-4703,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,Credit card,318.42,15.921,9.6,19,50,Evening,Saturday
743-88-1662,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,Ewallet,668.43,33.4215,8.7,18,17,Evening,Friday
595-86-2894,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,Ewallet,387.92,19.396,9.4,17,20,Evening,Wednesday
182-69-8360,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,Credit card,94.6,4.73,4.0,13,32,Afternoon,Wednesday
289-15-7034,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,Credit card,329.32,16.466,7.5,10,37,Morning,Friday
462-78-5240,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,Cash,53.22,2.661,4.2,14,35,Afternoon,Tuesday
868-52-7573,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,Cash,498.45,24.9225,9.9,12,9,Afternoon,Monday
153-58-4872,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,Ewallet,299.56,14.978,4.2,15,32,Afternoon,Friday
662-72-2873,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,Ewallet,204.7,10.235,9.9,13,58,Afternoon,Sunday
525-88-7307,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,Cash,75.82,3.791,5.8,13,19,Afternoon,Thursday
689-16-9784,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,Cash,280.62,14.031,6.0,13,37,Afternoon,Monday
725-56-0833,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,Credit card,323.2,16.16,10.0,16,49,Afternoon,Wednesday
394-41-0748,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,Ewallet,486.63,24.3315,9.5,14,55,Afternoon,Sunday
596-42-3999,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,Credit card,127.54,6.377,6.6,14,4,Afternoon,Sunday
541-89-9860,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,Cash,241.44,12.072,8.1,12,31,Afternoon,Friday
173-82-9529,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,Cash,379.5,18.975,9.7,14,51,Afternoon,Saturday
563-36-9814,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,Ewallet,76.82,3.841,7.2,18,27,Evening,Wednesday
308-47-4913,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,Credit card,522.6,26.13,6.2,12,45,Afternoon,Saturday
885-17-6250,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,Ewallet,79.74,3.987,7.3,10,36,Morning,Wednesday
726-27-2396,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,Ewallet,387.5,19.375,4.3,20,36,Evening,Thursday
316-01-3952,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,Ewallet,271.35,13.5675,4.6,14,16,Afternoon,Wednesday
760-54-1821,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,Cash,122.31,6.1155,5.8,10,26,Morning,Friday
793-10-3222,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,Credit card,246.36,12.318,8.3,13,30,Afternoon,Tuesday
346-12-3257,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,Cash,173.16,8.658,8.0,16,28,Afternoon,Monday
110-05-6330,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,Credit card,236.58,11.829,9.4,20,18,Evening,Monday
651-61-0874,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,Credit card,184.88,9.244,6.2,20,4,Evening,Tuesday
236-86-3015,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,Ewallet,13.98,0.699,9.8,13,38,Afternoon,Monday
831-64-0259,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,Ewallet,198.75,9.9375,9.6,10,43,Morning,Friday
587-03-7455,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,Ewallet,684.53,34.2265,4.9,17,30,Evening,Saturday
882-40-4577,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,Credit card,269.04,13.452,8.0,15,28,Afternoon,Saturday
732-67-5346,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,Credit card,68.95,3.4475,7.8,19,7,Evening,Friday
725-32-9708,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,Cash,274.84,13.742,4.1,19,1,Evening,Friday
256-08-8343,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,Ewallet,226.12,11.306,5.5,19,48,Evening,Monday
372-26-1506,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,Ewallet,119.1,5.955,5.4,19,24,Evening,Monday
244-08-0162,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,Cash,342.1,17.105,5.1,13,0,Afternoon,Wednesday
569-71-4390,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,Ewallet,43.74,2.187,6.9,14,29,Afternoon,Friday
132-23-6451,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,Cash,104.85,5.2425,7.8,13,21,Afternoon,Friday
696-90-2548,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,Ewallet,77.52,3.876,6.6,18,55,Evening,Sunday
472-15-9636,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,Ewallet,407.44,20.372,9.2,19,36,Evening,Friday
268-03-6164,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,Ewallet,96.11,4.8055,7.8,16,28,Afternoon,Friday
750-57-9686,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,Credit card,181.52,9.076,8.7,13,48,Afternoon,Tuesday
186-09-3669,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,Ewallet,81.51,4.0755,9.2,10,57,Morning,Tuesday
848-07-1692,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,Ewallet,114.44,5.722,8.3,17,13,Evening,Saturday
745-71-3520,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,Cash,176.54,8.827,8.2,10,23,Morning,Monday
266-76-6436,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,Ewallet,115.8,5.79,7.5,13,57,Afternoon,Thursday
740-22-2500,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,Cash,252.15,12.6075,9.8,13,29,Afternoon,Wednesday
271-88-8734,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,Credit card,972.1,48.605,8.7,13,0,Afternoon,Friday
301-81-8610,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,Credit card,203.36,10.168,6.7,19,42,Evening,Tuesday
489-64-4354,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,Cash,16.28,0.814,5.0,15,36,Afternoon,Saturday
198-84-7132,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,Cash,365.49,18.2745,7.0,13,40,Afternoon,Wednesday
269-10-8440,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,Cash,372.19,18.6095,8.9,18,1,Evening,Monday
650-98-6268,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,Credit card,62.61,3.1305,8.0,13,53,Afternoon,Wednesday
741-73-3559,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,Cash,336.35,16.8175,6.9,17,27,Evening,Wednesday
325-77-6186,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,Ewallet,906.5,45.325,7.3,10,53,Morning,Friday
286-75-7818,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,Credit card,138.16,6.908,6.9,19,48,Evening,Thursday
574-57-9721,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,Ewallet,86.54,4.327,5.7,16,53,Afternoon,Friday
459-50-7686,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,Ewallet,140.76,7.038,6.4,19,14,Evening,Sunday
616-87-0016,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,Credit card,668.78,33.439,9.6,14,36,Afternoon,Saturday
837-55-7229,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,Credit card,47.44,2.372,6.8,18,19,Evening,Friday
751-69-0068,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,Ewallet,893.16,44.658,9.0,19,9,Evening,Tuesday
257-73-1380,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,Ewallet,331.72,16.586,9.6,16,51,Afternoon,Sunday
345-08-4992,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,Credit card,203.94,10.197,7.7,15,37,Afternoon,Friday
549-96-4200,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,Ewallet,68.16,3.408,7.0,20,15,Evening,Friday
810-60-6344,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,Credit card,326.88,16.344,6.5,14,38,Afternoon,Thursday
450-28-2866,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,Cash,87.2,4.36,8.1,19,25,Evening,Tuesday
394-30-3170,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,Credit card,707.44,35.372,4.3,19,35,Evening,Friday
138-17-5109,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,Credit card,802.89,40.1445,6.5,15,42,Afternoon,Tuesday
192-98-7397,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,Ewallet,12.78,0.639,9.5,14,11,Afternoon,Tuesday
301-11-9629,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,Cash,133.7,6.685,9.7,10,43,Morning,Tuesday
390-80-5128,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,Credit card,19.15,0.9575,9.5,17,58,Evening,Monday
235-46-8343,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,Credit card,276.6,13.83,8.9,11,26,Morning,Thursday
453-12-7053,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,Credit card,137.22,6.861,6.5,17,38,Evening,Sunday
296-11-7041,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,Credit card,27.07,1.3535,5.3,20,7,Evening,Saturday
449-27-2918,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,Credit card,39.12,1.956,9.6,11,2,Morning,Tuesday
891-01-7034,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,Cash,448.26,22.413,6.7,19,7,Evening,Tuesday
744-09-5786,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,Cash,132.06,6.603,7.6,18,50,Evening,Wednesday
727-17-0390,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,Ewallet,318.05,15.9025,4.8,12,43,Afternoon,Saturday
568-88-3448,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,Ewallet,25.0,1.25,5.5,15,9,Afternoon,Sunday
187-83-5490,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,Cash,83.08,4.154,4.7,13,47,Afternoon,Thursday
767-54-1907,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,Cash,147.8,7.39,6.9,16,59,Afternoon,Wednesday
710-46-4433,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,Credit card,696.6,34.83,4.5,14,15,Afternoon,Friday
533-33-5337,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,Cash,793.9,39.695,6.2,20,24,Evening,Thursday
325-90-8763,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,Cash,465.7,23.285,7.6,13,58,Afternoon,Sunday
729-46-7422,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,Credit card,35.89,1.7945,7.9,16,52,Afternoon,Saturday
639-76-1242,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,Cash,202.6,10.13,4.5,15,19,Afternoon,Sunday
234-03-4040,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,Credit card,730.5,36.525,8.7,12,25,Afternoon,Sunday
326-71-2155,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,Cash,295.8,14.79,6.1,10,2,Morning,Sunday
320-32-8842,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,Cash,22.62,1.131,6.4,18,58,Evening,Sunday
470-32-9057,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,Credit card,256.7,12.835,9.1,15,31,Afternoon,Thursday
878-30-2331,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,Credit card,545.5,27.275,7.1,11,22,Morning,Saturday
440-59-5691,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,Credit card,260.05,13.0025,7.7,13,12,Afternoon,Friday
554-53-3790,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,Cash,222.12,11.106,4.5,18,33,Evening,Friday
746-19-0921,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,Ewallet,21.58,1.079,7.2,10,2,Morning,Saturday
233-34-0817,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,Cash,98.84,4.942,8.4,11,21,Morning,Friday
767-05-1286,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,Ewallet,502.62,25.131,5.4,12,10,Afternoon,Wednesday
340-21-9136,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,Cash,160.2,8.01,9.7,11,40,Morning,Friday
405-31-3305,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,Credit card,431.3,21.565,5.5,18,31,Evening,Saturday
731-59-7531,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,Cash,580.56,29.028,4.6,17,58,Evening,Saturday
676-39-6028,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,Cash,322.2,16.11,6.6,17,4,Evening,Saturday
502-05-1910,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,Credit card,195.54,9.777,6.3,20,35,Evening,Monday
485-30-8700,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,Credit card,166.3,8.315,4.2,16,10,Afternoon,Monday
598-47-9715,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,Ewallet,336.28,16.814,4.4,16,54,Afternoon,Thursday
701-69-8742,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,Ewallet,343.7,17.185,6.7,10,11,Morning,Saturday
575-67-1508,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,Ewallet,38.6,1.93,6.7,11,26,Morning,Tuesday
541-08-3113,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,Cash,527.76,26.388,8.4,20,29,Evening,Saturday
246-11-3901,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,Cash,328.0,16.4,6.2,12,12,Afternoon,Friday
674-15-9296,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,Ewallet,185.7,9.285,5.0,13,5,Afternoon,Tuesday
305-18-3552,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,Cash,603.8,30.19,6.0,16,19,Afternoon,Tuesday
493-65-6248,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,Credit card,369.8,18.49,7.0,19,48,Evening,Tuesday
438-01-4015,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,Ewallet,197.96,9.898,6.6,15,25,Afternoon,Thursday
709-58-4068,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,Cash,410.9,20.545,7.3,14,42,Afternoon,Thursday
795-49-7276,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,Ewallet,148.6,7.43,8.3,18,59,Evening,Saturday
556-72-8512,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,Cash,22.96,1.148,4.3,20,47,Evening,Wednesday
627-95-3243,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,Ewallet,699.12,34.956,9.8,13,21,Afternoon,Monday
686-41-0932,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,Ewallet,69.4,3.47,8.2,19,48,Evening,Wednesday
510-09-5628,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,Credit card,196.6,9.83,7.2,18,20,Evening,Friday
608-04-3797,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,Ewallet,202.56,10.128,8.7,20,24,Evening,Tuesday
148-82-2527,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,Credit card,121.2,6.06,8.4,13,44,Afternoon,Tuesday
437-53-3084,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,Ewallet,199.78,9.989,7.1,11,48,Morning,Tuesday
632-32-4574,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,Cash,607.36,30.368,5.5,14,14,Afternoon,Wednesday
556-97-7101,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,Cash,126.44,6.322,8.5,15,51,Afternoon,Tuesday
862-59-8517,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,Cash,541.44,27.072,6.2,11,17,Morning,Sunday
401-18-8016,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,Cash,98.13,4.9065,8.9,17,36,Evening,Monday
420-18-8989,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,Cash,412.16,20.608,9.6,15,47,Afternoon,Saturday
277-63-2961,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,Credit card,73.97,3.6985,5.4,15,53,Afternoon,Sunday
573-98-8548,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,Ewallet,31.9,1.595,9.1,12,40,Afternoon,Saturday
620-02-2046,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,Ewallet,138.8,6.94,9.0,19,48,Evening,Sunday
282-35-2475,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,Cash,186.62,9.331,6.3,17,53,Evening,Monday
511-54-3087,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,Credit card,88.45,4.4225,9.5,16,36,Afternoon,Monday
726-29-6793,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,Ewallet,193.44,9.672,9.8,20,54,Evening,Monday
387-49-4215,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,Cash,145.5,7.275,6.7,12,50,Afternoon,Tuesday
862-17-9201,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,Credit card,504.3,25.215,7.7,10,48,Morning,Tuesday
291-21-5991,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,Cash,306.45,15.3225,7.0,14,28,Afternoon,Friday
602-80-9671,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,Credit card,95.7,4.785,5.1,17,15,Evening,Saturday
347-72-6115,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,Credit card,635.18,31.759,6.2,18,3,Evening,Wednesday
209-61-0206,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,Ewallet,214.55,10.7275,6.1,17,29,Evening,Saturday
595-27-4851,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,Ewallet,379.96,18.998,9.3,18,5,Evening,Sunday
189-52-0236,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,Cash,696.85,34.8425,7.6,12,7,Afternoon,Thursday
503-07-0930,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,Credit card,408.73,20.4365,8.2,19,49,Evening,Saturday
413-20-6708,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,Ewallet,51.47,2.5735,8.5,15,52,Afternoon,Monday
425-85-2085,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,Ewallet,274.3,13.715,9.8,16,48,Afternoon,Friday
521-18-7827,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,Credit card,196.95,9.8475,8.7,20,46,Evening,Tuesday
